Compound SMILES,Plate,Well,ch1_path,ch2_path,ch3_path,ch4_path,ch5_path
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,24310,C06,s3://morphology_profiles/filtered_mp/24310-Hoechst/merged_24310-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/24310-ERSyto/merged_24310-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/24310-ERSytoBleed/merged_24310-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/24310-Ph_golgi/merged_24310-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/24310-Mito/merged_24310-Mito_c06.tif
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,24311,C06,s3://morphology_profiles/filtered_mp/24311-Hoechst/merged_24311-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/24311-ERSyto/merged_24311-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/24311-ERSytoBleed/merged_24311-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/24311-Ph_golgi/merged_24311-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/24311-Mito/merged_24311-Mito_c06.tif
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,24312,C06,s3://morphology_profiles/filtered_mp/24312-Hoechst/merged_24312-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/24312-ERSyto/merged_24312-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/24312-ERSytoBleed/merged_24312-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/24312-Ph_golgi/merged_24312-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/24312-Mito/merged_24312-Mito_c06.tif
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,24313,C06,s3://morphology_profiles/filtered_mp/24313-Hoechst/merged_24313-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/24313-ERSyto/merged_24313-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/24313-ERSytoBleed/merged_24313-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/24313-Ph_golgi/merged_24313-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/24313-Mito/merged_24313-Mito_c06.tif
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,25985,C06,s3://morphology_profiles/filtered_mp/25985-Hoechst/merged_25985-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/25985-ERSyto/merged_25985-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/25985-ERSytoBleed/merged_25985-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/25985-Ph_golgi/merged_25985-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/25985-Mito/merged_25985-Mito_c06.tif
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,25986,C06,s3://morphology_profiles/filtered_mp/25986-Hoechst/merged_25986-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/25986-ERSyto/merged_25986-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/25986-ERSytoBleed/merged_25986-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/25986-Ph_golgi/merged_25986-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/25986-Mito/merged_25986-Mito_c06.tif
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,25987,C06,s3://morphology_profiles/filtered_mp/25987-Hoechst/merged_25987-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/25987-ERSyto/merged_25987-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/25987-ERSytoBleed/merged_25987-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/25987-Ph_golgi/merged_25987-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/25987-Mito/merged_25987-Mito_c06.tif
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,25988,C06,s3://morphology_profiles/filtered_mp/25988-Hoechst/merged_25988-Hoechst_c06.tif,s3://morphology_profiles/filtered_mp/25988-ERSyto/merged_25988-ERSyto_c06.tif,s3://morphology_profiles/filtered_mp/25988-ERSytoBleed/merged_25988-ERSytoBleed_c06.tif,s3://morphology_profiles/filtered_mp/25988-Ph_golgi/merged_25988-Ph_golgi_c06.tif,s3://morphology_profiles/filtered_mp/25988-Mito/merged_25988-Mito_c06.tif
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc2ccc(NC(=O)C3CC3)cc2CC1=O,24507,D07,s3://morphology_profiles/filtered_mp/24507-Hoechst/merged_24507-Hoechst_d07.tif,s3://morphology_profiles/filtered_mp/24507-ERSyto/merged_24507-ERSyto_d07.tif,s3://morphology_profiles/filtered_mp/24507-ERSytoBleed/merged_24507-ERSytoBleed_d07.tif,s3://morphology_profiles/filtered_mp/24507-Ph_golgi/merged_24507-Ph_golgi_d07.tif,s3://morphology_profiles/filtered_mp/24507-Mito/merged_24507-Mito_d07.tif
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc2ccc(NC(=O)C3CC3)cc2CC1=O,24508,D07,s3://morphology_profiles/filtered_mp/24508-Hoechst/merged_24508-Hoechst_d07.tif,s3://morphology_profiles/filtered_mp/24508-ERSyto/merged_24508-ERSyto_d07.tif,s3://morphology_profiles/filtered_mp/24508-ERSytoBleed/merged_24508-ERSytoBleed_d07.tif,s3://morphology_profiles/filtered_mp/24508-Ph_golgi/merged_24508-Ph_golgi_d07.tif,s3://morphology_profiles/filtered_mp/24508-Mito/merged_24508-Mito_d07.tif
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc2ccc(NC(=O)C3CC3)cc2CC1=O,24509,D07,s3://morphology_profiles/filtered_mp/24509-Hoechst/merged_24509-Hoechst_d07.tif,s3://morphology_profiles/filtered_mp/24509-ERSyto/merged_24509-ERSyto_d07.tif,s3://morphology_profiles/filtered_mp/24509-ERSytoBleed/merged_24509-ERSytoBleed_d07.tif,s3://morphology_profiles/filtered_mp/24509-Ph_golgi/merged_24509-Ph_golgi_d07.tif,s3://morphology_profiles/filtered_mp/24509-Mito/merged_24509-Mito_d07.tif
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc2ccc(NC(=O)C3CC3)cc2CC1=O,24514,G06,s3://morphology_profiles/filtered_mp/24514-Hoechst/merged_24514-Hoechst_g06.tif,s3://morphology_profiles/filtered_mp/24514-ERSyto/merged_24514-ERSyto_g06.tif,s3://morphology_profiles/filtered_mp/24514-ERSytoBleed/merged_24514-ERSytoBleed_g06.tif,s3://morphology_profiles/filtered_mp/24514-Ph_golgi/merged_24514-Ph_golgi_g06.tif,s3://morphology_profiles/filtered_mp/24514-Mito/merged_24514-Mito_g06.tif
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc2ccc(NC(=O)C3CC3)cc2CC1=O,24514,O07,s3://morphology_profiles/filtered_mp/24514-Hoechst/merged_24514-Hoechst_o07.tif,s3://morphology_profiles/filtered_mp/24514-ERSyto/merged_24514-ERSyto_o07.tif,s3://morphology_profiles/filtered_mp/24514-ERSytoBleed/merged_24514-ERSytoBleed_o07.tif,s3://morphology_profiles/filtered_mp/24514-Ph_golgi/merged_24514-Ph_golgi_o07.tif,s3://morphology_profiles/filtered_mp/24514-Mito/merged_24514-Mito_o07.tif
