sample_idx,assay_id,prob,label
0,ADRA1A_Antagonist,0.07697,0
0,ADRA2A_Antagonist,0.0778,0
0,ADRA2B_Antagonist,0.0505,0
0,CAR_Antagonist,0.0877,1
0,ERa_Antagonist,0.04526,0
0,ERb_Antagonist,0.05225,0
0,GPR119_Antagonist,0.0645,0
0,GR_Agonist,0.05814,0
0,HCTR1_Antagonist,0.0378,0
0,PPARa_Antagonist,0.04822,0
0,PPARg_Antagonist,0.04053,0
0,PR_Agonist,0.03162,1
0,PR_Antagonist,0.02802,1
0,PXR_Agonist,0.0933,1
0,RARa_Antagonist,0.02538,0
0,RARb_Antagonist,0.02509,0
0,RARg_Antagonist,0.0286,0
0,RORa_Antagonist,0.02165,1
0,RORb_Antagonist,0.02092,1
0,RORg_Antagonist,0.02203,0
0,RXRa_Antagonist,0.03044,1
0,RXRb_Antagonist,0.03235,1
0,RXRg_Antagonist,0.02177,0
1,ADRA1A_Antagonist,0.03278,0
1,ADRA2B_Antagonist,0.0265,0
1,CAR_Antagonist,0.0376,0
1,ERa_Antagonist,0.02365,0
1,ERb_Antagonist,0.02356,0
1,GPR119_Antagonist,0.0323,1
1,GR_Agonist,0.03284,0
1,HCTR1_Antagonist,0.01672,0
1,PPARa_Antagonist,0.0292,0
1,PPARg_Antagonist,0.0208,0
1,PR_Agonist,0.01953,1
1,PR_Antagonist,0.01428,0
1,PXR_Agonist,0.0508,0
1,RARa_Antagonist,0.012924,0
1,RARb_Antagonist,0.012146,0
1,RORa_Antagonist,0.01065,0
1,RORb_Antagonist,0.0109,1
1,RORg_Antagonist,0.01029,0
1,RXRa_Antagonist,0.02007,1
1,RXRb_Antagonist,0.01653,1
1,RXRg_Antagonist,0.0121,1
1,SF1_Antagonist,0.02542,1
2,ADRA2A_Antagonist,0.0909,0
2,ADRA2B_Antagonist,0.07544,0
2,CAR_Antagonist,0.09485,0
2,ERa_Antagonist,0.0506,0
2,ERb_Antagonist,0.06064,0
2,GR_Agonist,0.0689,0
2,HCTR1_Antagonist,0.0484,0
2,PPARa_Antagonist,0.06223,1
2,PPARg_Antagonist,0.04544,0
2,PR_Agonist,0.03235,1
2,PR_Antagonist,0.02965,0
2,PXR_Agonist,0.10913,1
2,RARa_Antagonist,0.02844,0
2,RARb_Antagonist,0.02686,0
2,RARg_Antagonist,0.03067,0
2,RORa_Antagonist,0.02626,0
2,RORb_Antagonist,0.02641,0
2,RORg_Antagonist,0.02681,0
2,RXRa_Antagonist,0.0321,1
2,RXRb_Antagonist,0.03516,1
2,RXRg_Antagonist,0.0223,0
2,SF1_Antagonist,0.05823,0
3,ADRA1A_Antagonist,0.01317,0
3,ADRA2A_Antagonist,0.01495,0
3,ADRA2B_Antagonist,0.01263,0
3,CAR_Antagonist,0.01307,0
3,ERa_Antagonist,0.01147,0
3,ERb_Antagonist,0.01057,0
3,GR_Agonist,0.01805,0
3,HCTR1_Antagonist,0.007065,0
3,PPARa_Antagonist,0.01267,0
3,PPARg_Antagonist,0.007965,0
3,PR_Agonist,0.01263,0
3,PR_Antagonist,0.00701,0
3,RARa_Antagonist,0.005302,0
3,RARb_Antagonist,0.004738,0
3,RARg_Antagonist,0.005642,0
3,RORa_Antagonist,0.00528,0
