sample_idx,assay_id,prob,label
0,197_649,0.6865,1
0,197_650,0.6475,1
0,197_651,0.1686,1
0,215_685,0.932,1
0,220_692,0.0485,1
0,254_730,0.3477,1
0,261_739,0.1841,0
1,197_649,0.2944,1
1,197_650,0.27,1
1,197_651,0.045,1
1,215_685,0.8706,1
1,220_692,0.015366,1
1,254_730,0.1562,1
1,261_739,0.0631,0
2,215_685,0.8447,0
2,220_692,0.005844,0
2,254_730,0.0804,0
2,261_739,0.3599,0
3,215_685,0.6064,0
3,220_692,0.003235,0
3,254_730,0.06152,0
3,261_739,0.266,0
4,197_649,0.5674,0
4,197_650,0.1065,0
4,197_651,0.01484,0
4,215_685,0.7964,0
4,220_692,0.00878,0
4,254_730,0.05582,0
4,261_739,0.3818,0
5,197_649,0.559,0
5,197_650,0.2705,0
5,197_651,0.03568,0
5,215_685,0.5444,0
5,220_692,0.008575,0
5,254_730,0.03516,0
5,261_739,0.2908,0
6,1_1,0.005642,0
6,10_19,0.008286,1
6,110_397,0.09753,0
6,110_398,0.06476,0
6,110_399,0.1201,0
6,110_400,0.0887,0
6,110_401,0.0745,0
6,116_411,0.11615,1
6,116_412,0.0457,1
6,116_416,0.0655,1
6,116_420,0.01752,0
6,116_421,0.1373,0
6,116_424,0.1373,0
6,116_425,0.06256,0
6,116_426,0.06177,1
6,116_427,0.3284,1
6,117_429,0.4897,0
6,117_430,0.2135,0
6,134_476,0.006958,1
6,135_479,0.02849,0
6,143_495,0.5835,1
6,153_510,0.04486,0
6,154_511,0.0749,0
6,167_539,0.04257,0
6,167_538,0.04443,0
6,168_542,0.05023,0
6,168_543,0.0848,0
6,169_544,0.0925,1
6,169_545,0.10913,1
6,169_548,0.1941,1
6,169_549,0.4792,0
6,170_550,0.1366,0
6,170_551,0.03062,0
6,174_555,0.11145,0
6,197_649,0.8477,1
6,197_650,0.838,1
6,197_651,0.4614,1
6,215_685,0.6826,1
6,220_692,0.02153,0
6,254_730,0.1843,1
6,29_43,0.02615,0
6,3_3,0.02457,0
6,5_5,0.0262,0
6,76_230,0.013954,0
6,81_241,0.02827,0
6,82_242,0.2344,1
6,83_244,0.01467,0
6,85_247,0.6016,1
6,85_248,0.1252,0
6,88_252,0.1285,1
6,88_254,0.4124,1
6,9_14,0.01634,0
6,9_18,0.3582,0
6,90_256,0.00624,0
6,93_259,0.2808,0
7,1_1,0.006565,0
7,10_19,0.01257,1
7,110_397,0.1172,0
7,110_398,0.0742,0
7,110_399,0.149,0
7,110_400,0.1204,0
7,110_401,0.1235,0
7,116_411,0.1578,1
7,116_412,0.0591,1
7,116_416,0.1279,1
7,116_420,0.0278,0
7,116_421,0.1425,0
7,116_424,0.1599,0
7,116_425,0.0684,0
7,116_426,0.08527,1
7,116_427,0.4417,1
7,117_429,0.4556,0
7,117_430,0.2286,0
7,134_476,0.008125,1
7,135_479,0.04263,0
7,143_495,0.55,1
7,153_510,0.05634,0
7,154_511,0.0887,0
7,167_539,0.04263,0
7,167_538,0.04526,0
7,168_542,0.06464,0
7,168_543,0.103,0
7,169_544,0.111,1
7,169_545,0.1328,1
7,169_548,0.2135,1
7,169_549,0.4917,0
7,170_550,0.186,0
7,170_551,0.0442,0
7,174_555,0.1193,0
7,197_649,0.862,1
7,197_650,0.8545,1
7,197_651,0.546,1
7,215_685,0.6934,1
7,220_692,0.0241,0
7,254_730,0.2172,1
7,29_43,0.02802,0
7,3_3,0.02722,0
7,5_5,0.03845,0
7,76_230,0.02007,0
7,81_241,0.04663,0
7,82_242,0.321,1
7,83_244,0.01666,0
7,85_247,0.669,1
7,85_248,0.1735,0
7,88_252,0.1434,1
7,88_254,0.467,1
7,9_14,0.02606,0
7,9_18,0.4348,0
7,90_256,0.00704,0
7,93_259,0.342,0
8,104_291,0.004574,0
8,105_355,0.004665,0
8,105_369,0.003708,0
8,105_361,0.00685,0
8,105_378,0.00693,1
8,105_352,0.00669,1
8,104_289,0.00365,0
8,105_377,0.00418,0
8,105_375,0.00522,0
8,104_300,0.006004,0
8,104_326,0.006565,0
8,105_339,0.01385,0
8,105_341,0.00888,1
8,105_360,0.01369,0
8,105_362,0.008064,0
8,105_374,0.00649,0
8,105_382,0.011505,1
8,116_424,0.00895,0
8,117_429,0.014786,0
8,117_430,0.006313,0
8,12_23,0.010735,1
8,13_24,0.03091,1
8,14_25,0.01672,0
8,15_26,0.004555,0
8,16_27,0.02042,0
8,169_544,0.02391,0
8,169_545,0.02727,0
8,169_548,0.00547,0
8,169_549,0.0354,0
8,17_28,0.003027,0
8,177_585,0.00423,0
8,178_591,0.01041,0
8,178_684,0.52,0
8,18_29,0.006004,0
8,180_686,0.0436,0
8,181_599,0.01802,0
8,181_600,0.007095,0
8,183_604,0.371,0
8,184_606,0.2947,0
8,186_668,0.0343,1
8,186_669,0.01718,1
8,187_618,0.00433,0
8,187_619,0.008095,0
8,19_30,0.013374,0
8,190_628,0.006073,0
8,190_629,0.003124,0
8,191_630,0.008064,0
8,191_631,0.004555,0
8,192_635,0.0707,0
8,194_639,0.00649,0
8,195_642,0.04327,0
8,196_644,0.001315,0
8,197_647,0.2798,0
8,197_648,0.0845,0
8,198_682,0.03516,0
8,199_657,0.10486,0
8,201_660,0.007404,0
8,202_661,0.01013,0
8,203_662,0.002323,0
8,204_663,0.003708,0
8,205_664,0.0258,0
8,206_670,0.0656,0
8,206_671,0.03796,0
8,208_673,0.003483,0
8,209_676,0.0016165,0
8,210_677,0.005363,0
8,212_680,0.00258,0
8,214_683,0.003124,0
8,216_687,0.004467,0
8,217_688,0.02351,0
8,219_691,0.01053,0
8,220_692,0.006096,0
8,221_693,0.0236,0
8,223_695,0.002434,0
8,224_696,0.05573,0
8,225_697,0.002068,0
8,227_699,0.002846,0
8,228_700,0.0667,0
8,229_701,0.01971,0
8,230_702,0.01423,0
8,231_703,0.10016,0
8,232_704,0.01554,0
8,232_705,0.005447,0
8,233_706,0.0511,0
8,234_707,0.0457,0
8,235_708,0.02162,0
8,236_709,0.0688,0
8,237_710,0.03326,0
8,238_712,0.01322,0
8,239_713,0.00512,0
8,240_714,0.02948,1
8,241_715,0.00133,0
8,242_716,0.001394,1
8,243_717,0.001032,0
8,244_718,0.00339,0
8,245_719,0.059,0
8,246_720,0.004314,0
8,248_722,0.00514,0
8,249_724,0.01826,0
8,254_730,0.11316,0
8,257_735,0.02942,0
8,258_736,0.001579,0
8,259_737,0.002058,0
8,262_740,0.0363,0
8,263_741,0.01698,0
8,264_742,0.003075,0
8,265_743,0.1998,0
8,266_744,0.00461,0
8,267_745,0.01147,0
8,270_748,0.00634,0
8,271_749,0.1166,0
8,275_753,0.03528,0
8,275_754,0.01196,0
8,276_755,0.002653,0
8,278_757,0.01778,0
8,279_758,0.007607,0
8,280_759,0.001768,0
8,281_760,0.01099,0
8,5_5,0.01297,0
8,80_239,0.02806,0
8,82_242,0.01584,0
8,85_248,0.01103,0
9,104_291,0.007206,0
9,105_355,0.008514,0
9,105_369,0.00624,0
9,105_361,0.01401,0
9,105_378,0.01685,1
9,105_352,0.01549,1
9,104_289,0.00927,0
9,105_377,0.008125,0
9,105_375,0.00945,0
9,104_300,0.01369,0
9,104_326,0.01439,0
9,105_339,0.03818,0
9,105_341,0.02216,1
9,105_360,0.0552,0
9,105_362,0.02365,0
9,105_374,0.01738,0
9,105_382,0.02635,1
9,116_424,0.01843,0
9,117_429,0.0262,0
9,117_430,0.01192,0
9,12_23,0.04062,1
9,13_24,0.0824,1
9,14_25,0.04184,0
9,15_26,0.00819,0
9,16_27,0.02838,0
9,169_544,0.0464,0
9,169_545,0.04553,0
9,169_548,0.00522,0
9,169_549,0.02733,0
9,17_28,0.00755,0
9,177_585,0.004593,0
9,178_591,0.01758,0
9,178_684,0.4185,0
9,18_29,0.01045,0
9,180_686,0.0893,0
9,181_599,0.0159,0
9,181_600,0.007812,0
9,183_604,0.3408,0
9,184_606,0.3738,0
9,186_668,0.05243,1
9,186_669,0.02298,1
9,187_618,0.008095,0
9,187_619,0.01909,0
9,19_30,0.02542,0
9,190_628,0.00895,0
9,190_629,0.00651,0
9,191_630,0.00982,0
9,191_631,0.004627,0
9,192_635,0.0974,0
9,194_639,0.00871,0
9,195_642,0.03607,0
9,196_644,0.001675,0
