sample_idx,assay_id,prob,label
0,197_649,0.6333,1
0,197_650,0.43,0
0,197_651,0.0792,0
0,215_685,0.7744,0
0,220_692,0.0225,0
0,254_730,0.4426,0
0,261_739,0.4175,1
1,197_649,0.4084,1
1,197_650,0.1464,0
1,197_651,0.01302,0
1,215_685,0.658,0
1,220_692,0.008446,0
1,254_730,0.1346,0
1,261_739,0.19,1
2,191_630,0.012825,0
2,191_631,0.01602,0
2,194_639,0.02866,0
2,195_642,0.0682,0
2,196_644,0.00934,0
2,198_682,0.2375,0
2,199_657,0.02547,0
2,202_661,0.0603,0
2,203_662,0.01065,0
2,204_663,0.007233,0
2,205_664,0.06232,0
2,206_670,0.01192,0
2,206_671,0.02904,0
2,208_673,0.01082,0
2,209_676,0.00619,0
2,210_677,0.3247,0
2,212_680,0.006985,0
2,216_687,0.005642,0
2,217_688,0.0955,0
2,219_691,0.01616,0
2,221_693,0.10156,0
2,223_695,0.01854,0
2,224_696,0.02542,1
2,225_697,0.01976,1
2,227_699,0.00743,0
2,229_701,0.5273,1
2,230_702,0.0121,0
2,231_703,0.4216,1
2,232_704,0.1979,1
2,232_705,0.03995,1
2,233_706,0.012726,0
2,234_707,0.557,1
2,235_708,0.0323,0
2,236_709,0.2246,0
2,237_710,0.01785,0
2,237_711,0.01234,0
2,239_713,0.0553,0
2,241_715,0.00693,0
2,242_716,0.012825,0
2,243_717,0.006878,0
2,245_719,0.2876,0
2,257_735,0.4202,0
2,259_737,0.004486,0
2,262_740,0.01253,0
2,263_741,0.03775,0
2,264_742,0.005867,0
2,265_743,0.3235,1
2,266_744,0.01287,0
2,267_745,0.01549,0
2,281_760,0.01816,0
2,283_762,0.1023,0
3,191_630,0.015076,0
3,191_631,0.0173,0
3,194_639,0.02547,0
3,195_642,0.0818,0
3,196_644,0.01263,0
3,198_682,0.0774,0
3,199_657,0.01791,0
3,202_661,0.02428,0
3,203_662,0.01634,0
3,204_663,0.01234,0
3,205_664,0.07684,1
3,206_670,0.01385,0
3,206_671,0.01799,0
3,208_673,0.01495,0
3,209_676,0.00902,0
3,210_677,0.06076,0
3,212_680,0.00974,0
3,214_683,0.01718,0
3,216_687,0.01029,0
3,217_688,0.0715,1
3,219_691,0.02547,0
3,221_693,0.0682,0
3,223_695,0.01567,0
3,224_696,0.03574,0
3,225_697,0.01095,0
3,227_699,0.012054,0
3,229_701,0.1533,1
3,230_702,0.0164,0
3,231_703,0.0964,1
3,232_704,0.07697,0
3,232_705,0.0386,0
3,234_707,0.1842,1
3,235_708,0.03906,0
3,236_709,0.09515,0
3,237_710,0.026,0
3,237_711,0.01428,0
3,239_713,0.01968,0
3,241_715,0.012825,0
3,242_716,0.0205,0
3,243_717,0.01164,0
3,245_719,0.05975,0
3,257_735,0.0831,0
3,258_736,0.00822,0
3,259_737,0.00746,0
3,262_740,0.02267,0
3,263_741,0.07574,0
3,264_742,0.00923,0
3,266_744,0.01984,0
3,267_745,0.02556,0
3,281_760,0.01187,0
3,283_762,0.05283,1
4,215_685,0.6523,0
4,220_692,0.07806,0
4,254_730,0.3086,0
4,261_739,0.2458,0
5,215_685,0.433,0
5,220_692,0.03015,0
5,254_730,0.0899,0
5,261_739,0.0932,0
6,104_291,0.6494,1
6,105_355,0.4656,0
6,105_369,0.4836,0
6,105_361,0.402,0
6,105_378,0.479,1
6,105_352,0.6875,1
6,104_289,0.5796,1
6,105_377,0.4927,0
6,105_375,0.4907,0
6,104_300,0.642,1
6,104_326,0.4548,1
6,105_339,0.5864,1
6,105_341,0.5977,1
6,105_360,0.574,0
6,105_362,0.621,1
6,105_374,0.4355,1
6,105_382,0.594,1
6,116_424,0.03247,0
6,117_429,0.4026,0
6,117_430,0.351,0
6,12_23,0.6387,1
6,13_24,0.4722,1
6,14_25,0.693,1
6,15_26,0.5806,0
6,16_27,0.6997,1
6,169_544,0.4797,0
6,169_545,0.3726,0
6,169_548,0.606,0
6,169_549,0.5913,0
6,17_28,0.581,0
6,177_585,0.01037,0
6,178_684,0.611,1
6,18_29,0.6436,1
6,180_686,0.2417,1
6,181_599,0.0866,0
6,181_600,0.03934,0
6,184_606,0.6934,1
6,186_668,0.231,1
6,186_669,0.10266,1
6,187_619,0.08167,0
6,19_30,0.6816,1
6,190_628,0.0236,1
6,190_629,0.2278,0
6,190_674,0.09875,0
6,201_660,0.2651,0
6,220_692,0.02148,0
6,228_700,0.3044,0
6,254_730,0.2776,1
6,261_739,0.1833,0
6,5_5,0.1958,0
6,80_239,0.2737,0
6,82_242,0.2761,0
6,85_248,0.3298,0
7,104_291,0.716,1
7,105_355,0.5796,0
7,105_369,0.588,0
7,105_361,0.43,0
7,105_378,0.5854,1
7,105_352,0.755,1
7,104_289,0.6455,1
7,105_377,0.6265,0
7,105_375,0.6187,0
7,104_300,0.713,1
7,104_326,0.4697,1
7,105_339,0.708,1
7,105_341,0.6553,1
7,105_360,0.6523,0
7,105_362,0.727,1
7,105_374,0.4722,1
7,105_382,0.684,1
7,116_424,0.014175,0
7,117_429,0.4788,0
7,117_430,0.445,0
7,12_23,0.7183,1
7,13_24,0.5376,1
7,14_25,0.7407,1
7,15_26,0.701,0
7,16_27,0.775,1
7,169_544,0.5103,0
7,169_545,0.4077,0
7,169_548,0.701,0
7,169_549,0.681,0
7,17_28,0.665,0
7,177_585,0.00526,0
7,178_684,0.7197,1
7,18_29,0.725,1
7,180_686,0.2021,1
7,181_599,0.04803,0
7,181_600,0.01628,0
7,184_606,0.7773,1
7,186_668,0.2664,1
7,186_669,0.0729,1
7,187_619,0.0576,0
7,19_30,0.7456,1
7,190_628,0.01147,1
7,190_629,0.2676,0
7,190_674,0.0848,0
7,201_660,0.3623,0
7,220_692,0.008514,0
7,228_700,0.2534,0
7,254_730,0.3794,1
7,261_739,0.0831,0
7,5_5,0.358,0
7,80_239,0.3088,0
7,82_242,0.3901,0
7,85_248,0.3635,0
8,1_1,0.008125,0
8,10_19,0.01634,0
8,10_20,0.0649,0
8,100_277,0.3823,0
8,100_278,0.4263,1
8,104_291,0.2515,0
8,105_355,0.0959,0
8,105_369,0.0885,0
8,105_361,0.07007,0
8,105_378,0.10175,0
8,105_352,0.3418,0
8,104_289,0.1952,0
8,105_377,0.1025,0
8,105_375,0.0859,0
8,104_325,0.1311,0
8,104_297,0.1324,0
8,104_295,0.1552,0
8,104_299,0.06097,0
8,104_319,0.1425,0
8,104_323,0.11554,0
8,104_334,0.1105,0
8,105_339,0.2395,0
8,105_341,0.2302,0
8,105_360,0.2128,0
8,105_362,0.1936,0
8,105_374,0.11755,0
8,105_382,0.1837,0
8,105_385,0.0856,0
8,105_391,0.06696,0
8,106_392,0.0763,0
8,11_21,0.01894,0
8,11_22,0.0684,0
8,110_396,0.0927,0
8,110_397,0.0741,0
8,110_398,0.05167,0
8,110_399,0.07837,0
8,110_400,0.04202,0
8,110_401,0.05283,0
8,111_402,0.1056,0
8,112_406,0.3118,1
8,113_407,0.437,1
8,114_408,0.295,1
