sample_idx,assay_id,prob,label
0,197_649,0.01103,0
0,197_650,0.008415,0
0,197_651,0.003855,0
0,215_685,0.21,0
0,220_692,0.007755,0
0,254_730,0.03044,1
0,261_739,0.0345,0
1,1_1,0.007755,0
1,10_19,0.015076,0
1,10_20,0.03085,0
1,100_277,0.0644,0
1,100_278,0.1229,0
1,104_291,0.03494,0
1,105_355,0.01462,0
1,105_369,0.0161,0
1,105_361,0.03162,0
1,105_378,0.0621,0
1,105_352,0.1074,0
1,104_289,0.04138,0
1,105_377,0.01369,0
1,105_375,0.01628,0
1,104_325,0.02342,0
1,104_297,0.02661,0
1,104_295,0.01883,0
1,104_299,0.01467,0
1,104_319,0.015076,0
1,104_323,0.03418,0
1,104_334,0.03296,0
1,105_339,0.0461,0
1,105_341,0.1475,0
1,105_360,0.1704,0
1,105_362,0.06866,0
1,105_374,0.06995,0
1,105_382,0.1097,0
1,105_385,0.014336,0
1,105_391,0.013954,0
1,106_392,0.013535,0
1,11_21,0.03204,0
1,11_22,0.02795,0
1,110_397,0.01462,0
1,110_398,0.0149,0
1,110_399,0.0184,0
1,110_400,0.00945,0
1,110_401,0.01956,0
1,111_402,0.02129,0
1,112_406,0.02307,0
1,113_407,0.0324,0
1,114_408,0.01816,0
1,115_409,0.0093,0
1,116_411,0.003063,0
1,116_412,0.00399,0
1,116_416,0.003693,0
1,116_420,0.002924,0
1,116_421,0.004887,0
1,116_424,0.004166,0
1,116_425,0.004314,0
1,116_426,0.004868,0
1,116_427,0.004944,0
1,117_429,0.01445,0
1,117_430,0.00952,0
1,118_432,0.01467,0
1,118_434,0.03424,0
1,12_23,0.04138,0
1,13_24,0.05005,0
1,133_474,0.008415,0
1,134_477,0.01082,0
1,14_25,0.0553,0
1,143_495,0.0109,0
1,145_497,0.00598,0
1,15_26,0.00974,0
1,153_510,0.00916,0
1,154_511,0.012924,0
1,16_27,0.02707,0
1,160_519,0.00311,0
1,167_539,0.01678,0
1,167_538,0.02785,0
1,168_541,0.01462,0
1,168_542,0.04376,1
1,168_543,0.01877,0
1,169_544,0.03644,0
1,169_545,0.02373,0
1,169_548,0.008514,0
1,169_549,0.02692,0
1,17_28,0.01622,0
1,170_550,0.00649,0
1,170_551,0.00468,0
1,174_555,0.05225,0
1,175_559,0.006798,0
1,175_561,0.01439,0
1,177_585,0.006027,0
1,178_684,0.0403,0
1,18_29,0.01584,0
1,180_686,0.04147,0
1,184_606,0.03302,0
1,186_668,0.02328,0
1,186_669,0.01778,0
1,187_618,0.002758,0
1,19_30,0.0223,0
1,190_628,0.01495,0
1,190_629,0.00822,0
1,190_674,0.0195,0
