sample_idx,assay_id,prob,label
0,104_291,0.6313,0
0,105_355,0.4592,0
0,105_369,0.4656,0
0,105_361,0.3735,0
0,105_378,0.6284,0
0,105_352,0.7324,0
0,104_289,0.6025,0
0,105_377,0.4805,0
0,105_375,0.4802,0
0,104_300,0.668,0
0,104_326,0.5894,0
0,105_339,0.717,0
0,105_341,0.6914,0
0,105_360,0.759,0
0,105_362,0.7617,0
0,105_374,0.5957,0
0,105_382,0.76,0
0,116_424,0.04648,0
0,117_429,0.542,0
0,117_430,0.4526,0
0,12_23,0.7056,0
0,13_24,0.664,0
0,14_25,0.7056,0
0,15_26,0.5884,1
0,16_27,0.715,1
0,169_544,0.10913,0
0,169_545,0.0854,0
0,169_548,0.409,0
0,169_549,0.373,0
0,17_28,0.5723,0
0,177_585,0.01196,0
0,178_591,0.12054,0
0,178_684,0.5176,0
0,18_29,0.6787,0
0,180_686,0.434,0
0,181_599,0.1422,0
0,181_600,0.06305,0
0,183_604,0.418,1
0,184_606,0.6978,1
0,186_668,0.4978,0
0,186_669,0.2477,0
0,187_618,0.01129,0
0,19_30,0.678,1
0,190_628,0.0509,0
0,190_629,0.1261,0
0,192_635,0.1967,0
0,197_647,0.0386,0
0,197_648,0.02817,0
0,201_660,0.2805,0
0,202_661,0.3572,0
0,220_692,0.04092,0
0,228_700,0.3958,0
0,253_729,0.303,1
0,254_730,0.2812,1
0,261_739,0.1849,0
0,5_5,0.08386,0
0,80_239,0.2056,0
0,82_242,0.3572,0
0,85_248,0.1921,1
1,104_291,0.679,0
1,105_355,0.4739,0
1,105_369,0.4822,0
1,105_361,0.3733,0
1,105_378,0.6606,0
1,105_352,0.734,0
1,104_289,0.5957,0
1,105_377,0.521,0
1,105_375,0.5293,0
1,104_300,0.705,0
1,104_326,0.583,0
1,105_339,0.741,0
1,105_341,0.6753,0
1,105_360,0.7427,0
1,105_362,0.78,0
1,105_374,0.6035,0
1,105_382,0.781,0
1,116_424,0.0495,0
1,117_429,0.4727,0
1,117_430,0.408,0
1,12_23,0.689,0
1,13_24,0.6133,0
1,14_25,0.7036,0
1,15_26,0.605,1
1,16_27,0.72,1
1,169_544,0.1186,0
1,169_545,0.0866,0
1,169_548,0.4436,0
1,169_549,0.402,0
1,17_28,0.565,0
1,177_585,0.02342,0
1,178_591,0.1292,0
1,178_684,0.425,0
1,18_29,0.699,0
1,180_686,0.3696,0
1,181_599,0.12115,0
1,181_600,0.0611,0
1,183_604,0.3716,1
1,184_606,0.7383,1
1,186_668,0.408,0
1,186_669,0.1989,0
1,187_618,0.01785,0
1,19_30,0.6704,1
1,190_628,0.05997,0
1,190_629,0.1216,0
1,192_635,0.2004,0
1,197_647,0.05624,0
1,197_648,0.03622,0
1,201_660,0.25,0
1,202_661,0.434,0
1,220_692,0.04272,0
1,228_700,0.3215,0
1,253_729,0.2583,1
1,254_730,0.2532,1
1,261_739,0.1499,0
1,5_5,0.09485,0
1,80_239,0.1707,0
1,82_242,0.3716,0
1,85_248,0.1791,1
2,1_1,0.009056,0
2,10_19,0.01445,0
2,10_20,0.02194,0
2,104_291,0.006985,1
2,105_355,0.00562,0
2,105_369,0.005535,1
2,105_361,0.00619,0
2,105_378,0.00654,1
2,105_352,0.00993,1
2,104_289,0.006985,1
2,105_377,0.005554,0
2,105_375,0.005665,1
2,104_300,0.00743,1
2,104_326,0.007404,0
2,105_339,0.00861,1
2,105_341,0.00888,1
2,105_360,0.011826,1
2,105_362,0.00899,1
2,105_374,0.007065,1
2,105_382,0.008675,1
2,106_392,0.02419,0
2,108_394,0.01685,0
2,109_395,0.01666,1
2,11_21,0.0149,0
2,11_22,0.01554,0
2,110_397,0.02655,0
2,110_398,0.01999,0
2,110_399,0.0329,0
2,110_400,0.02855,0
2,110_401,0.0545,0
2,112_406,0.01169,0
2,113_407,0.01549,0
2,114_408,0.0205,0
2,115_409,0.007374,0
2,116_411,0.0452,0
2,116_412,0.02753,0
2,116_413,0.04224,0
2,116_414,0.02908,0
2,116_415,0.0367,0
2,116_416,0.04788,0
2,116_420,0.0258,0
2,116_421,0.03494,0
2,116_424,0.03442,0
2,116_425,0.03067,0
2,116_426,0.0441,0
2,116_427,0.04068,0
2,117_429,0.02007,1
2,117_430,0.014786,1
2,12_23,0.009674,1
