sample_idx,assay_id,prob,label
0,Assay_125,0.03986,0
0,Assay_126,0.05582,1
0,Assay_154,0.03802,0
0,Assay_162,0.01219,0
0,Assay_168,0.08527,0
0,Assay_172,0.717,1
0,Assay_180,0.988,1
0,Assay_196,0.916,1
0,Assay_197,0.719,0
0,Assay_199,0.9834,1
0,Assay_202,0.859,1
1,Assay_31,0.56,1
1,Assay_32,0.2795,0
1,Assay_33,0.9087,0
1,Assay_34,0.4524,0
1,Assay_35,0.2932,0
2,Assay_52,0.007694,0
2,Assay_53,0.00993,0
2,Assay_54,0.00899,0
2,Assay_55,0.00685,0
2,Assay_56,0.007347,0
2,Assay_57,0.00919,0
2,Assay_58,0.01192,0
2,Assay_59,0.008,0
2,Assay_60,0.0093,0
2,Assay_61,0.010056,0
2,Assay_62,0.00948,0
2,Assay_63,0.01037,0
2,Assay_64,0.007374,0
2,Assay_65,0.00881,0
2,Assay_66,0.009674,0
2,Assay_67,0.006363,0
2,Assay_68,0.00803,0
2,Assay_69,0.01253,0
2,Assay_70,0.00835,0
2,Assay_71,0.01053,0
2,Assay_73,0.004116,0
2,Assay_74,0.02124,0
2,Assay_75,0.007904,0
2,Assay_76,0.01287,0
2,Assay_77,0.007607,0
2,Assay_78,0.013794,0
2,Assay_79,0.012825,0
2,Assay_81,0.008,0
2,Assay_82,0.01439,0
2,Assay_83,0.007725,0
2,Assay_84,0.0109,0
2,Assay_86,0.00902,0
2,Assay_87,0.00664,0
2,Assay_88,0.007607,0
2,Assay_89,0.01859,0
2,Assay_90,0.0139,0
2,Assay_91,0.01033,0
2,Assay_92,0.007607,0
2,Assay_93,0.0116,0
2,Assay_94,0.01178,0
2,Assay_95,0.008125,0
2,Assay_98,0.01243,0
2,Assay_99,0.007668,0
2,Assay_100,0.00971,0
2,Assay_101,0.007755,0
2,Assay_102,0.01017,0
2,Assay_103,0.00685,0
2,Assay_104,0.01253,0
2,Assay_105,0.007607,0
2,Assay_106,0.00952,0
2,Assay_107,0.01201,0
2,Assay_108,0.006878,0
2,Assay_109,0.0156,0
2,Assay_111,0.00629,0
2,Assay_113,0.008064,0
2,Assay_114,0.00892,0
2,Assay_115,0.008316,0
2,Assay_162,0.00715,0
2,Assay_180,0.881,1
3,Assay_52,0.06635,0
3,Assay_53,0.05292,0
3,Assay_54,0.0695,0
3,Assay_55,0.04932,0
3,Assay_56,0.04535,0
3,Assay_57,0.1197,0
3,Assay_58,0.11084,0
3,Assay_59,0.04788,0
